id,title,original_language,overview,popularity,vote_average,vote_count,age,genero_ação,genero_aventura,genero_animação,genero_comédia,genero_crime,genero_documentário,genero_drama,genero_família,genero_fantasia,genero_história,genero_terror,genero_música,genero_mistério,genero_romance,genero_ficção_científica,genero_cinema_tv,genero_thriller,genero_guerra,genero_faroeste,num_genres
4935,O Castelo Animado,ja,"Sophie, uma jovem chapeleira, é transformada em uma mulher idosa por uma bruxa que entra em sua loja e a amaldiçoa. Ela encontra um mago chamado Howl e se vê envolvida em sua resistência em lutar pelo rei.",0.21910021459123946,8.387,0.19151487603303124,22,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
807,Seven - Os Sete Crimes Capitais,en,"Quando, a ponto de se aposentar, o detetive William Somerset aborda o último caso com a ajuda do recém-transferido David Mills, eles descobrem uma série de assassinatos. Logo percebem que estão lidando com um assassino que tem como alvo pessoas que ele acredita representar os sete pecados capitais.",0.29585316366217645,8.38,1.3742670795624399,31,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
696374,O Inferno de Gabriel,en,"O enigmático e atraente Professor Gabriel Emerson, renomado estudioso de Dante, é um homem atormentado por seu passado e orgulhoso do prestígio que conquistou, embora também tenha consciência de que é um ímã para o pecado e, principalmente, para a luxúria.",-0.8728025328374803,8.379,-0.6663739544886649,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
311,Era Uma Vez na América,en,"Depois de crescer no gueto judeu de Nova Iorque e se destacar no crime organizado da Era da Proibição, um gângster de idade retorna a Brooklyn para enfrentar seu passado.",-0.0871226083098602,8.373,-0.30945611572480003,42,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
423,O Pianista,en,"Um pianista judeu polonês vê Varsóvia mudar gradualmente à medida que a Segunda Guerra Mundial começa. Szpilman é forçado a ir para o Gueto de Varsóvia, mas depois é separado de sua família durante a Operação Reinhard. A partir deste momento até que os prisioneiros dos campos de concentração sejam liberados, Szpilman se esconde em vários locais entre as ruínas de Varsóvia.",-0.26358560887811755,8.371,0.09611925039945188,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
569094,Homem-Aranha: Através do Aranhaverso,en,"Miles Morales retorna para o próximo capítulo da saga do Aranhaverso, uma aventura épica que transportará o Homem-Aranha em tempo integral e amigável do bairro do Brooklyn através do Multiverso para unir forças com Gwen Stacy e uma nova equipe de Homens-Aranha para enfrentar com um vilão mais poderoso do que qualquer coisa que eles já encontraram.",0.8860012078655388,8.347,-0.019622323558391906,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
1084244,Toy Story 5,en,"O trabalho de Buzz, Woody, Jessie e do resto da gangue fica exponencialmente mais difícil quando eles enfrentam uma nova ameaça à diversão: a tecnologia.",4.995888984616763,8.346,-0.7041867075064017,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
724089,O Inferno de Gabriel - Parte 2,en,"O professor Gabriel Emerson finalmente descobre a verdade sobre a identidade de Julia Mitchell, mas sua compreensão chega um momento tarde demais. Julia acabou de esperar que o respeitado especialista em Dante se lembrasse dela e não quer mais nada com ele. Gabriel pode reconquistar seu coração antes que ela encontre o amor nos braços de outra pessoa?",-0.9201085676575856,8.344,-0.7544757495909042,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
567,Janela Indiscreta,en,"Em Greenwich Village, Nova York, L.B. Jeffries, um fotógrafo profissional, está de molho em seu apartamento por ter quebrado a perna enquanto trabalhava. Como não tem muito o que fazer, fica bisbilhotando a vida dos seus vizinhos com um binóculo. Porém vê algumas coisas que o fazem suspeitar que um assassinato foi cometido.",-0.4904983997450314,8.336,-0.1990889432111016,72,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3
1058694,Radical: Ensinamentos de Um Professor,es,"Um professor numa cidade fronteiriça mexicana vítima de negligência, corrupção e violência, tenta um novo método radical para desbloquear a curiosidade, o potencial dos seus alunos - e talvez até a sua genialidade.",-0.8071316252797378,8.334,-0.8551498052142692,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
761053,O Inferno de Gabriel - Parte 3,en,"A parte final da adaptação para o cinema do romance erótico Gabriel's Inferno, escrito por um autor canadense anônimo sob o pseudônimo de Sylvain Reynard.",-0.7940022989890057,8.332,-0.7992944187769018,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
