id,title,original_language,overview,popularity,vote_average,vote_count,age,genero_ação,genero_aventura,genero_animação,genero_comédia,genero_crime,genero_documentário,genero_drama,genero_família,genero_fantasia,genero_história,genero_terror,genero_música,genero_mistério,genero_romance,genero_ficção_científica,genero_cinema_tv,genero_thriller,genero_guerra,genero_faroeste,num_genres
155,Batman: O Cavaleiro das Trevas,en,"Após dois anos desde o surgimento do Batman, os criminosos de Gotham City têm muito o que temer. Com a ajuda do tenente James Gordon e do promotor público Harvey Dent, Batman luta contra o crime organizado. Acuados com o combate, os chefes do crime aceitam a proposta feita pelo Coringa e o contratam para combater o Homem-Morcego.",1.1511156540738892,8.535,2.6155047882135998,18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
129,A Viagem de Chihiro,ja,"Chihiro e seus pais estão se mudando para uma cidade diferente. A caminho da nova casa, o pai decide pegar um atalho. Eles se deparam com uma mesa repleta de comida, embora ninguém esteja por perto. Chihiro sente o perigo, mas seus pais começam a comer. Quando anoitece, eles se transformam em porcos. Agora, apenas Chihiro pode salvá-los.",0.5353539819276691,8.535,0.9075610419781162,25,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
497,À Espera de um Milagre,en,"Milagres acontecem em lugares inesperados, mesmo no bloco de celas para o corredor da morte na Penitenciária Cold Mountain. Lá, John Coffey, um gentil e gigante prisioneiro com poderes sobrenaturais, traz um senso de espírito e humanidade aos seus guardas e colegas de cela.",0.17132464160104607,8.506,0.9941715436263804,27,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
122,O Senhor dos Anéis: O Retorno do Rei,en,"O confronto final entre as forças do bem e do mal que lutam pelo controle do futuro da Terra-Média se aproxima. Sauron planeja um grande ataque a Minas Tirith, capital de Gondor, o que faz com que Gandalf e Pippin partam para o local na intenção de ajudar a resistência. Um exército é reunido por Théoden em Rohan, em mais uma tentativa de deter as forças de Sauron. Enquanto isso, Frodo, Sam e Gollum seguem sua viagem rumo à Montanha da Perdição para destruir o Um Anel.",0.6317632610316484,8.505,1.71765217921094,23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
19404,Dilwale vai levar a noiva,hi,"Raj e Simran são dois jovens indianos vivendo em Londres que, acidentalmente, se conhecem durante uma viagem pela Europa. Eles se apaixonam, mas Simran está prometida a um indiano. Raj não desanima e segue seu amor até a Índia, onde os dois tentam convencer a todos que precisam ficar juntos.",-0.5573180330005593,8.5,-0.4620934026921092,31,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3
14537,Harakiri,ja,"No século 18, o Japão não está mais em guerra e o país é governado com firmeza. Hanshiro Tsugumo, um dos muitos ronin (samurais errantes) desempregados, decide bater à porta do poderoso clã Ii. Recebido por Kageyu Saito, o intendente do clã, ele pede permissão para cometer suicídio por harakiri na residência. Tentando dissuadi-lo, Saito começa a lhe contar a história de Motome Chijiwa, outro ronin que também queria realizar o mesmo ritual no local.",-0.684520423474319,8.5,-0.7830222382569954,64,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3
769,Os Bons Companheiros,en,"A história real de Henry Hill, um garoto meio irlandês e meio siciliano do Brooklyn que é adotado por gangsters do bairro ainda jovem e sobe na hierarquia de uma família da máfia sob a orientação de Jimmy Conway.",-0.15375114211713345,8.5,0.5093253799143364,36,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
496243,Parasita,ko,"Toda a família de Ki-taek está desempregada, vivendo num porão sujo e apertado. Uma obra do acaso faz com que o filho adolescente da família comece a dar aulas de inglês à garota de uma família rica. Fascinados com a vida luxuosa destas pessoas, pai, mãe, filho e filha bolam um plano para se infiltrarem também na família glamorosa, um a um. No entanto, os segredos e mentiras necessários à ascensão social custarão caro a todos.",0.564224941030333,8.49,1.1384264655300231,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
157336,Interestelar,en,"As reservas naturais da Terra estão chegando ao fim e um grupo de astronautas recebe a missão de verificar possíveis planetas para receberem a população mundial, possibilitando a continuação da espécie. Cooper é chamado para liderar o grupo e aceita a missão sabendo que pode nunca mais ver os filhos. Ao lado de Brand, Jenkins e Doyle, ele seguirá em busca de um novo lar.",1.461483298814516,8.487,3.042322874963075,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
372058,Your Name.,ja,"Mitsuha é a filha do prefeito de uma pequena cidade, mas sonha em tentar a sorte em Tóquio. Taki trabalha em um restaurante em Tóquio e deseja largar o seu emprego. Os dois não se conhecem, mas estão conectados pelas imagens de seus sonhos.",-0.05687776186214007,8.487,0.34080417128089197,10,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3
680,Pulp Fiction: Tempo de Violência,en,"Vincent Vega e Jules Winnfield são dois assassinos profissionais que trabalham fazendo cobranças para Marsellus Wallace, um poderosos gângster. Vega é forçado a sair com a garota do chefe, temendo passar dos limites. Enquanto isso, o pugilista Butch Coolidge se mete em apuros por ganhar uma luta que deveria perder.",0.5687344572143526,8.48,2.054886424831424,32,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
429,Três Homens em Conflito,it,"Durante o auge da Guerra Civil, um misterioso pistoleiro vaga pela fronteira do oeste. Ele não possui um lar, lealdade ou companhia... Até que encontra dois estrangeiros, que são tão brutos e desapegados quanto ele. Unidos pelo destino, os três homens juntam suas forças para tentar encontrar uma fortuna em ouro roubado. Mas trabalho em equipe não é uma coisa natural para voluntariosos pistoleiros, e eles logo descobrem que seu maior desafio é concentrar-se em sua perigosa missão — e em manterem-se vivos — atravessando um país arrasado pela guerra.",-0.1468244324382491,8.467,0.048361846224903374,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
13,Forrest Gump: O Contador de Histórias,en,"Quarenta anos da história dos Estados Unidos, vistos pelos olhos de Forrest Gump, um rapaz com QI abaixo da média e com boas intenções. Por obra do acaso, ele consegue participar de momentos cruciais, como a Guerra do Vietnã e o Caso Watergate, mas continua pensando no seu amor de infância, Jenny Curran.",0.3479731422057581,8.462,2.015561612344394,32,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3
346,Os Sete Samurais,ja,"Um bando de bandidos aterroriza os habitantes de uma pequena cidade, saqueando-os periodicamente sem piedade. Para repelir estes ataques, os aldeões decidem contratar mercenários. Por fim, obtêm os serviços de 7 guerreiros, 7 samurais dispostos a defendê-los em troca apenas de abrigo e comida.",-0.3519416711480794,8.452,-0.48645560359870843,72,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
12477,Túmulo dos Vagalumes,ja,"Em meio aos bombardeios que devastam o Japão nos últimos meses da Segunda Guerra Mundial, dois irmãos, Seita e Setsuko, lutam para sobreviver em uma realidade marcada pela fome, pelo abandono e pela perda.",-1.0966306430459947,8.449,-0.2530964114500629,38,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
1181678,¿Quieres ser mi hijo?,en,,-0.8710388085572623,8.447,-0.8698245682588548,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
120,O Senhor dos Anéis: A Sociedade do Anel,en,"Após herdar um anel de seu tio, o hobbit Frodo participa da missão de salvar a Terra-Média do perverso Sauron. Ele precisa conduzir o Um Anel até a Montanha da Perdição e destruí-lo para sempre e, para isso, conta com a aliança de oito bravos companheiros contando com um mago, três hobbits, um elfo, um anão e dois homens.",0.5538213402284354,8.445,1.8133745276549798,25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
550,Clube da Luta,en,Um homem deprimido que sofre de insônia conhece um estranho vendedor de sabonetes chamado Tyler Durden. Eles formam um clube clandestino com regras rígidas onde lutam com outros homens cansados de suas vidas mundanas. Mas sua parceria perfeita é comprometida quando Marla chama a atenção de Tyler.,0.5905240062544609,8.437,2.2465229500730985,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
637,A Vida é Bela,it,"Durante a Segunda Guerra Mundial na Itália, o judeu Guido e seu filho Giosué são levados para um campo de concentração nazista. Afastado da mulher, ele tem que usar sua imaginação para fazer o menino acreditar que estão participando de uma grande brincadeira, com o intuito de protegê-lo do terror e da violência que os cercam.",-0.2803153935082489,8.436,0.4606968922779355,29,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
598,Cidade de Deus,pt,"Buscapé é um jovem morador da Cidade de Deus que cresce em meio à violência. Com medo de se tornar um bandido, enxerga na fotografia uma oportunidade de ter uma vida digna.",-0.3733289991906423,8.427,-0.09541350479475123,24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
667257,Cosas Imposibles,es,"Matilde, uma mulher na casa dos sessenta e viveu com seu marido, Porfirio, desde os 15 anos, numa relação de violência e desprezo. Miguel, seu vizinho, um jovem com tino para negócios sente pena de Matilde e pouco a pouco criarão fortes laços de amizade, o que lhes ajudará a liberar-se de de suas antigas crenças e viver a vida que sempre quiseram.",-0.909079632902045,8.421,-0.8636860609438062,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
1330021,Criaturas Extraordinariamente Brilhantes,en,Uma viúva que trabalha como faxineira noturna em um aquário forma uma amizade improvável com um polvo gigante que a ajuda a desvendar o mistério do desaparecimento de seu filho décadas atrás.,-0.3550008712351802,8.418,-0.8179349986113345,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
40096,O Auto da Compadecida,pt,"As aventuras dos nordestinos João Grilo, um sertanejo pobre e mentiroso, e Chicó, o mais covarde dos homens. Ambos lutam pelo pão de cada dia e atravessam por vários episódios enganando a todos do pequeno vilarejo de Taperoá, no sertão da Paraíba. A salvação da dupla acontece com a aparição da Nossa Senhora. Adaptação da obra de Ariano Suassuna.",-0.8979644103352592,8.414,-0.785995577737722,26,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4
510,Um Estranho no Ninho,en,"Randle Patrick McMurphy é um malandro que, após ser preso, se finge de louco para ir a um hospital psiquiátrico e assim esquivar-se a uma porção de trabalhos forçados na prisão. Lá ele começa a influenciar os outros internos e começa a sofrer oposição da cruel e sádica enfermeira Mildred Ratched. Com forte poder persuasivo, McMurphy instaura uma reviravolta na clínica, não sabendo o que isto pode lhe custar.",-0.24343482204100128,8.405,0.22206242040542004,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
620249,A Lenda de Hei,zh,"Depois que o avanço dos humanos destrói a floresta onde ele vive, um espírito felino chamado Hei embarca numa jornada para encontrar um novo lar.",-0.677783221765432,8.401,-0.8520804455512924,7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
121,O Senhor dos Anéis: As Duas Torres,en,"Após a captura de Merry e Pippin pelos orcs, a Sociedade do Anel é dissolvida. Frodo e Sam seguem sua jornada rumo à Montanha da Perdição para destruir o anel e serão obrigados a confiar no misterioso Gollum. Enquanto isso, Aragorn, o elfo e o arqueiro Legolas e o anão Gimli partem para resgatar os hobbits sequestrados e chegam ao reino de Rohan, onde o rei Théoden foi vítima de uma maldição mortal de Saruman.",0.20806598272298957,8.4,1.4506271110063245,24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
11216,Cinema Paradiso,it,"Um diretor de cinema relembra como, em sua infância, se apaixonou pelo filmes no cinema de seu vilarejo e iniciou uma profunda amizade com o projetista.",-0.6048884009794965,8.4,-0.4283316124593417,38,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
539,Psicose,en,"Marion Crane é uma secretária que rouba 40 mil dólares da imobiliária onde trabalha para se casar e começar uma nova vida. Durante a fuga à carro, ela enfrenta uma forte tempestade, erra o caminho e chega em um velho hotel. O estabelecimento é administrado por um sujeito atencioso chamado Norman Bates, que nutre um forte respeito e temor por sua mãe. Marion decide passar a noite no local, sem saber o perigo que a cerca.",-0.24824213646358825,8.4,0.17362576112261446,66,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3
324857,Homem-Aranha: No Aranhaverso,en,"Miles Morales é um jovem negro do Brooklyn que se tornou o Homem-Aranha inspirado no legado de Peter Parker, já falecido. Entretanto, ao visitar o túmulo de seu ídolo em uma noite chuvosa, ele é surpreendido com a presença do próprio Peter, vestindo o traje do herói aracnídeo sob um sobretudo. A surpresa fica ainda maior quando Miles descobre que ele veio de uma dimensão paralela, assim como outras variações do Homem-Aranha.",1.0287592531186343,8.4,0.8081939548157665,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
378064,A Voz do Silêncio,ja,"Nishimiya Shouko é uma estudante com deficiência auditiva. Durante o ensino fundamental, após se transferir para uma nova escola, Shouko passa a ser alvo de bullying e em pouco tempo precisa se transferir. O que ela não esperava é que alguns anos depois, Ishida Shouya, um dos valentões que tanto a fez sofrer no passado surgisse de novo em sua vida com um novo propósito.",-0.48685200823826374,8.398,-0.4559548953770606,10,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3
770156,Um Anjo em Nossas Vidas,en,"Quando um criminoso insensível e doente cruza o caminho de uma menina cheia de fé, uma segunda chance surge para tocar o coração durante a temporada de festas.",-0.8176478386426911,8.397,-0.8691531690212714,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
1891,Guerra nas Estrelas: O Império Contra-Ataca,en,"As forças imperais comandadas por Darth Vader lançam um ataque contra os membros da resistência, que são obrigados a fugir. Enquanto isso Luke Skywalker tenta encontrar o Mestre Yoda, que poderá ensiná-lo a dominar a ""Força"" e torná-lo um cavaleiro jedi. No entanto, Darth Vader planeja levá-lo para o lado negro da ""Força"".",-0.39651471919338455,8.393,0.902093933900651,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
255709,Esperança,ko,"A história de uma menina de 8 anos que enfrenta um estupro horrível que a danifica internamente e a afeta emocionalmente, tentando superar todos os obstáculos após o incidente com o bom apoio dos que a rodeiam.",-0.5722736925919861,8.392,-0.8173595135505486,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1383731,Vingadora,en,"Nikki é uma ex-militar que lutou nos piores campos de batalha da guerra, mas nada se compara à dor de ter sua filha sequestrada. Caçada por bandidos e policiais, ela usará cada habilidade mortal que aprendeu em combate para invadir o submundo do crime e resgatar a única coisa que importa para ela.",-0.4175307663151361,8.389,-0.8491071060705657,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
4935,O Castelo Animado,ja,"Sophie, uma jovem chapeleira, é transformada em uma mulher idosa por uma bruxa que entra em sua loja e a amaldiçoa. Ela encontra um mago chamado Howl e se vê envolvida em sua resistência em lutar pelo rei.",0.062489054178666285,8.387,0.19146579800697452,22,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
12493,Céu e Inferno,ja,"Em um momento crucial de sua vida financeira, Gondo, um executivo de uma empresa de calçados, recebe a notícia de que seu filho foi sequestrado, e o resgate exigido é uma quantia de dinheiro semelhante à que ele precisa para fechar um negócio importante. Gondo está disposto a pagar o resgate até perceber que os sequestradores cometeram um erro e levaram, na verdade, o filho do seu motorista. Agora ele precisa decidir se o dinheiro é mais importante do que a vida do garoto.",-0.7091100494588786,8.382,-0.790983114931199,63,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4
807,Seven - Os Sete Crimes Capitais,en,"Quando, a ponto de se aposentar, o detetive William Somerset aborda o último caso com a ajuda do recém-transferido David Mills, eles descobrem uma série de assassinatos. Logo percebem que estão lidando com um assassino que tem como alvo pessoas que ele acredita representar os sete pecados capitais.",0.3423265782017541,8.381,1.3749508255129907,31,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
696374,O Inferno de Gabriel,en,"O enigmático e atraente Professor Gabriel Emerson, renomado estudioso de Dante, é um homem atormentado por seu passado e orgulhoso do prestígio que conquistou, embora também tenha consciência de que é um ímã para o pecado e, principalmente, para a luxúria.",-0.9522835825518586,8.379,-0.6674456552158453,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
244786,Whiplash: Em Busca da Perfeição,en,"Andrew sonha em ser o melhor baterista de sua geração. Ele chama a atenção do impiedoso mestre do jazz Terence Fletcher, que ultrapassa os limites e transforma seu sonho em uma obsessão, colocando em risco a saúde física e mental do jovem músico.",0.09462419137679548,8.375,0.7323258409688373,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3
27205,A Origem,en,"Cobb é um ladrão habilidoso que comete espionagem corporativa infiltrando-se no subconsciente de seus alvos durante o estado de sono. Impedido de retornar para sua família, ele recebe a oportunidade de se redimir ao realizar uma tarefa aparentemente impossível: plantar uma ideia na mente do herdeiro de um império. Para realizar o crime perfeito, ele conta com a ajuda do parceiro Arthur, o discreto Eames e a arquiteta de sonhos Ariadne. Juntos, eles correm para que o inimigo não antecipe seus passos.",1.0724311714290535,8.373,2.9489024667621786,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
311,Era Uma Vez na América,en,"Depois de crescer no gueto judeu de Nova Iorque e se destacar no crime organizado da Era da Proibição, um gângster de idade retorna a Brooklyn para enfrentar seu passado.",-0.3500852665440234,8.372,-0.3101653466446556,42,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
423,O Pianista,en,"Um pianista judeu polonês vê Varsóvia mudar gradualmente à medida que a Segunda Guerra Mundial começa. Szpilman é forçado a ir para o Gueto de Varsóvia, mas depois é separado de sua família durante a Operação Reinhard. A partir deste momento até que os prisioneiros dos campos de concentração sejam liberados, Szpilman se esconde em vários locais entre as ruínas de Varsóvia.",-0.27556609172953866,8.37,0.09574344956293497,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
1084244,Toy Story 5,en,"O trabalho de Buzz, Woody, Jessie e do resto da gangue fica exponencialmente mais difícil quando eles enfrentam uma nova ameaça à diversão: a tecnologia.",4.568737192593185,8.354,-0.6970831358463145,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
569094,Homem-Aranha: Através do Aranhaverso,en,"Miles Morales retorna para o próximo capítulo da saga do Aranhaverso, uma aventura épica que transportará o Homem-Aranha em tempo integral e amigável do bairro do Brooklyn através do Multiverso para unir forças com Gwen Stacy e uma nova equipe de Homens-Aranha para enfrentar com um vilão mais poderoso do que qualquer coisa que eles já encontraram.",0.8146229820407648,8.349,-0.018873991710238645,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
274,O Silêncio dos Inocentes,en,"Clarice Starling é uma das melhores estudantes da academia de treinamento do FBI. Jack Crawford quer que Clarice entreviste o Dr. Hannibal Lecter, um psiquiatra brilhante e também um psicopata violento, que cumpre prisão perpétua por vários atos de assassinato e canibalismo. Crawford acredita que Lecter pode ter uma visão em um caso e que Starling, como uma mulher jovem e atraente, pode ser a isca para atraí-lo.",-0.8345797956355193,8.345,0.8688117145518717,35,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
724089,O Inferno de Gabriel - Parte 2,en,"O professor Gabriel Emerson finalmente descobre a verdade sobre a identidade de Julia Mitchell, mas sua compreensão chega um momento tarde demais. Julia acabou de esperar que o respeitado especialista em Dante se lembrasse dela e não quer mais nada com ele. Gabriel pode reconquistar seu coração antes que ela encontre o amor nos braços de outra pessoa?",-0.9980362210226575,8.344,-0.7553989553392765,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
1058694,Radical: Ensinamentos de Um Professor,es,"Um professor numa cidade fronteiriça mexicana vítima de negligência, corrupção e violência, tenta um novo método radical para desbloquear a curiosidade, o potencial dos seus alunos - e talvez até a sua genialidade.",-0.8801158535691783,8.338,-0.8560129267999954,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
